,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
90,90,Indian-Institute-of-Technology-Bombay-IITB,"Which college (IIT Bombay, IIT Madras or IIST) would be good for doing aerospace engineering in India?",6,2,6/2,No,Followed,2020-07-02,/Which-college-IIT-Bombay-IIT-Madras-or-IIST-would-be-good-for-doing-aerospace-engineering-in-India,This correct answer is in Indian context: NONE. Since Indian engineering curriculum is 40 years old hence NO Indian engineering college produces any skilled-employable Aerospace engineers and this is the reason that there are NO core private Aerospace engineering companies in India. Even ISRO considers Indian Aerospace and Mechanical Engineering degree holders as the same applicants and asks same MCQs from them for the position of the Aerospace engineers. Rest here: Praveen Kumar Singh's answer to What is the average package in aerospace engineering at IIT Kanpur? ,-0.7065,Negative,1,0.06521739130434782,1,1
91,91,Indian-Institute-of-Technology-Bombay-IITB,"Which college (IIT Bombay, IIT Madras or IIST) would be good for doing aerospace engineering in India?",6,2,6/2,No,Followed,2020-07-02,/Which-college-IIT-Bombay-IIT-Madras-or-IIST-would-be-good-for-doing-aerospace-engineering-in-India,"Since IIST is dedicated to Space Science and technology, I would consider that as a better option for studying aerospace engg. IIT-B to has a good reputation for aerospace engg. but if I have to choose, I would go for IIST. ",0.5994,Positive,4,0.06521739130434782,1,5
92,92,Indian-Institute-of-Technology-Bombay-IITB,What are the documents generally required at the time of admission in an IITB MSc course for the general category?,0,1,0/1,No,Requested,2020-07-02,/What-are-the-documents-generally-required-at-the-time-of-admission-in-an-IITB-MSc-course-for-the-general-category,"Thanks for A2A. I don't remember clearly as it has been quite some time now (August 2011!!!) but as far as my common sense goes it should be your admission offer letter, JAM scorecard in original, fee payment proof (if you have already paid) previous mark sheets, and documents like birth certificate. I would suggest keeping your aadhar and voter card also handy as photo identification. Nowadays everywhere you need aadhar card. They should have sent you a list of documents to bring with the offer letter. don't worry the authorities will guide you through the process. IITB has a fantastic administration. Just reach there with all documents and your stuff. Best of luck with your journey. I am sure it will be great. PS: I remember having submitted a migration certificate also from a previous university. I don't remember when though. ",0.9891,Positive,5,0.0,0,5
93,93,Indian-Institute-of-Technology-Bombay-IITB,"Can we use older books, like if it is published before 2017, for cracking the IIT JEE entrance exam if aspiring for the 2022 exam? Will it be beneficial or the pattern of the book might have changed?",8,3,8/3,No,Followed,2020-07-11,/Can-we-use-older-books-like-if-it-is-published-before-2017-for-cracking-the-IIT-JEE-entrance-exam-if-aspiring-for-the-2022-exam-Will-it-be-beneficial-or-the-pattern-of-the-book-might-have-changed,mostly the content in the first and the recent edition of every jee book ever written is the same :) it has been constant ! so it doesn't matter which edition you have ! if it is the recent one or older one! yep but see while choosing the books for question solving practice it is advisable to possess the newer editions (as newer questions would have been added to the archives) ,0.7512,Positive,5,0.08695652173913043,1,5
94,94,Indian-Institute-of-Technology-Bombay-IITB,"Can we use older books, like if it is published before 2017, for cracking the IIT JEE entrance exam if aspiring for the 2022 exam? Will it be beneficial or the pattern of the book might have changed?",8,3,8/3,No,Followed,2020-07-11,/Can-we-use-older-books-like-if-it-is-published-before-2017-for-cracking-the-IIT-JEE-entrance-exam-if-aspiring-for-the-2022-exam-Will-it-be-beneficial-or-the-pattern-of-the-book-might-have-changed,"Yes , there won't be any much change in the content of the book if u study through previous editions.The main thing that matters is that how much you learn from them. Only some Minor changes occur such as no of newly added questions,some detailed explanation etc. If u r able to purchase new ones ,well and good and if not then also no harm as such . ",0.8151,Positive,5,0.08695652173913043,1,5
95,95,Indian-Institute-of-Technology-Bombay-IITB,What is the future of energy science engineering of IITB and its placements in India as well as abroad?,3,1,3/1,No,Followed,2020-06-30,/What-is-the-future-of-energy-science-engineering-of-IITB-and-its-placements-in-India-as-well-as-abroad,First of all I want to say you are taking great step if you are thinking to choose that domain.Now the question is arising why I m saying like that ? So the answer is certainly clarify your question too. This department is new as compare to other core department but there is more than research option in it . My favourite teacher always say there is always lot of scope for researcher . At IIT Bombay you will learn exact knowledge and their attain knowledge will lead to that path where you will find you can go anywhere wherein lot of scope exists.Now in our country lot of project at insallling where good energy scientists are neede. Out of India your scope are very bright .if you do M.S. form reputed institution then you will be well placed and you can live life very happily. ,0.9748,Positive,5,0.03260869565217391,1,5
96,96,Indian-Institute-of-Technology-Bombay-IITB,"Hey, I’m an open candidate and have a CEED rank of 78. I want pursue my M.Des in Product Design/Industrial Design. What’re the odds of me getting into IIT G, IIT K, or IDC B?",0,1,0/1,No,Requested,2020-06-30,/Hey-I-m-an-open-candidate-and-have-a-CEED-rank-of-78-I-want-pursue-my-M-Des-in-Product-Design-Industrial-Design-What-re-the-odds-of-me-getting-into-IIT-G-IIT-K-or-IDC-B,"Because of the Covid-19 situation the selection process might be different, but i would like to talk about when the situation was better before 2019. Honestly, CEED rank would not matter much, because colleges have rejected AIR below 5 also, what would matter the most is your studio test, your portfolio and your interview with the jury members, after that is there is a tie then they would go for your rank. So the changes are a student with AIR-200 might also get the seat where as a student with AIR 5 might also be rejected. Though the weightage for the CEED score holds some criteria, i would say if the jury members like your work and they are impressed with you in the interview then you have a very good chance of getting into the top colleges. Dont be disheartened, its not so easy to get into IITs, so all the best. ",0.9767,Positive,5,0.0,0,5
97,97,Indian-Institute-of-Technology-Bombay-IITB,Is an integrated interdisciplinary geoinformatics M.Tech from IIT Bombay good or core mining from ISM?,1,1,1/1,No,Followed,2020-06-30,/Is-an-integrated-interdisciplinary-geoinformatics-M-Tech-from-IIT-Bombay-good-or-core-mining-from-ISM,If you have deep interest then you can go for IIT Bombay but if you ask for which is best type purpose then you should go for ISM. As we know in India core branches is always prefer by industries than interdisciplinary branch. So you should join ISM . ,0.9,Positive,5,0.010869565217391304,0,5
98,98,Indian-Institute-of-Technology-Bombay-IITB,What is the reason that a YouTuber named John Fish who is also a student at Harvard built a world class ventilator within a month while no one from our IIT has been able to do so ?,0,1,0/1,No,Requested,2020-06-30,/What-is-the-reason-that-a-YouTuber-named-John-Fish-who-is-also-a-student-at-Harvard-built-a-world-class-ventilator-within-a-month-while-no-one-from-our-IIT-has-been-able-to-do-so,"LoL why is IITs job to build ventilators, well India has multiple startups that are building world-class ventilators, just that the quantity is not proportional to Indias size ",0.5994,Positive,4,0.0,0,4
99,99,Indian-Institute-of-Technology-Bombay-IITB,Why did Sundar Pichai do Stanford after IIT?,2,1,2/1,No,Followed,2020-06-30,/Why-did-Sundar-Pichai-do-Stanford-after-IIT,"I think he needed some time to figure out if research is for him. Hence MS, not Ph.D. P.S. You don’t do a school you go there for professional development. ",0.0,Neutral,3,0.021739130434782608,1,3
